ID,Title,Faculty,Size
990021070880204146,עבודה מהבית בישראל : מודל לבחינת הגורמים החברתיים המשפיעים על הבחירה במעבר לעבודה מהבית /,"החוג לסוציולוגיה ולאנתרופולוגיה,",3343312
990022710050204146,שימוש בתלקיט (פורטפוליו) להוראה ולהערכת כתיבה של תלמידים בכיתה ד' /,"בית הספר לחינוך,",2335353
990022708910204146,עמדות כלפי אנשים נכים בקרב דתיים וחילוניים : יישום שיטת אנאליזה ווקאלית /,"בית הספר לחינוך,",1303020
990022700570204146,הסבר הסיבות לגירושין ותפיסת יחסי משפחה לאחר הגירושין בקרב ילדים ממשפחות לא גרושות /,"בית הספר לחינוך,",2842277
9932956996904146,חסרי בית בתל-אביב יפו /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",4161749
9932998489304146,אלגוריתם לתכנון תנועה מתואמת של מקל ועיגול /,"בית הספר למדעי המתמטיקה,",1226888
990022567650204146,איפה יהיה לנו טוב? : על רווחה סובייקטיבית ותרחישי עולם עוין בקרב חברי קיבוץ ועירוניים /,החוג לפסיכולוגיה,514943
990022350070204146,"הקשר בין אמפתיה תכונתית, תמיכה חברתית נתפסת ושליטה נתפסת לבין חווית לחץ בעבודה ופוטנציאל שחיקה בקרב אחיות בתי חולים /",החוג לפסיכולוגיה,512041
990022702880204146,קשיים ברכישת הכתיב העברי בקרב תלמידים מאוכלוסיית טעוני הטפוח ומאוכלוסיית המבוססים /,"בית הספר לחינוך,",1923362
990022712820204146,תפיסת האזרח הטוב בקרב בני נוער ממוצא אתיופי הלומדים בפנימייה ובבית ספר רגיל במרכז הארץ /,"בית הספר לחינוך,",747066
990002812010204146,"השפעת סוגי מחויבות ארגונית על לחצים ותוצאותיהם בקרב רכזי פר""ח /","החוג ללימודי עבודה,",9898957
9932985897504146,השפעת אישוש-עצמי של מימדים שונים בזהות על תחרות על תפקיד הקורבן ונכונות לפיוס /,בית הספר למדעי הפסיכולוגיה,1475413
990022711460204146,"מפת מושגים ככלי להערכת הישגים בנושא מערכת ההובלה באדם, בכיתה ה' /","בית הספר לחינוך,",2514336
990022722010204146,קשיי תלמידים בהרחבת נקודת המבט מלוקאלית לגלובאלית בפתרון בעיות /,"בית הספר לחינוך,",1262742
9932982698704146,מחקר עוקבה היסטורי : השוואה בין שיטות השראת לידה בשל מיעוט מי שפיר מבודד במועד ‏/‏,"הפקולטה לרפואה ע""ש סאקלר",1021773
990022184210204146,השוואת תהליכי עיבוד מידע במטלות visual search בין נבדקים אובססיביים-קומפולסיביים לבין נבדקים בריאים /,החוג לפסיכולוגיה,5048910
9932966686004146,"הדיוק המרחבי של מטבעים לשתלים, בשיטות הקונבנציונליות לעומת שיטת הסריקה הדיגיטלית : סקירת ספרות /","בית הספר לרפואת שיניים על שם מוריס וגבריאלה גולדשלגר,",621749
990022707330204146,הטרוגניות הכיתה ורמתה בעיני המורים /,"בית הספר לחינוך,",1734719
990021557000204146,חוקים מקראיים במעטה סיפורי : לסיווגם ולאפיונם הספרותי: סיפורים חובקי חוק /,"החוג לארכיאולוגיה ולתרבויות המזרח הקדום,",77129855
990022709940204146,"השפעת שירות החובה בצה""ל על שאיפותיהן של חיילות /","בית הספר לחינוך,",1919894
9932954492204146,Conservative treatment in uncomplicated acute appendicitis : reassessment of practice safety /,"Faculty of Medicine,",212579
990022722730204146,"""רצפים ודגמים מחזוריים"" : התמודדות תלמידים בכיתות ב' ג' ד' עם השלמת רצפים של דגמים מחזוריים /","בית הספר לחינוך,",34018681
990022722250204146,הלוך ושוב : שאלות של זהות בקרב בני נוער עולים-שבים ממדינות חבר העמים /,"בית הספר לחינוך,",5028595
990022722680204146,קשיים בשימוש בהיוריסטיקה פירוק והרכבה בפתרון בעיות גיאומטריות /,"בית הספר לחינוך,",4961691
9932957195704146,אי-שלמות תורת המספרים של PEANO /,"בית הספר למדעי המתמטיקה,",1307601
990022708480204146,משמעותם של הורים גדולים (סבים וסבתות) בעיני נכדים עולים מרוסיה וישראלים /,"בית הספר לחינוך,",1859510
990022720940204146,רשת חברתית והישגים לימודיים בכיתה הדו-גילית /,"בית הספר לחינוך,",19897436
990022214140204146,"הימנעות חברתית, טמפרמנט, ובעיות התנהגות מסוג הפנמה והחצנה /",החוג לפסיכולוגיה,588583
990022721150204146,תרומתה של הכשרת מורים ייעודית בגישת ההבנה לאיכות השיח בפורום תלמידים מבתי ספר יסודיים /,"בית הספר לחינוך,",4584934
9932955595904146,בעיית ההזמנה המשותפת עם מגבלה על מספר הספקים המזמינים בו זמנית /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",1838412
990020962380204146,קשר בין משאבים אישיים ובין אישיים לבין רווחה סובייקטיבית אצל מתבגרים חולי סוכרת ומתבגרים בריאים /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",1536014
990022715770204146,"השפעת מקום וניסיון בעבודה, בבחירה בין גישה פרוצדורלית לגישה דקלרטיבית, לתיאור אוטומט בקרה, ביחס לרקע אקדמי קודם /","בית הספר לחינוך,",1676285
990022710670204146,התפתחות הבניית ידע של מורה בהקשר של גישה על-תחומית והבנייתית : חקר מקרה /,"בית הספר לחינוך,",3301076
990022717680204146,"השפעת הלמידה בתהליך ה""דיאלוג היצירתי"" על תפיסת מושגים בתורשה /","בית הספר לחינוך,",2415318
9932995592304146,ידע תלמידים ושגיאות אופייניות בנושא בעיות ערך קיצון גיאומטריות /,"בית הספר לחינוך,",3807362
9932948595804146,תפקודים ניהוליים והשתתפות של ילדים עם ADHD : ההבדלים בין ילדים אשר אימותיהם עם וללא ADHD ‏/‏,הפקולטה לרפואה.,2899443
990022718900204146,דימוי יהודי ערבי בעיני ילדים ערביים צעירים כפונקציה של גיל וישוב /,"בית הספר לחינוך,",5361171
990022712510204146,"""מעגל של הצלחות"" : טיפוח חשיבה רפלקטיבית ומטהקוגנטיבית בקרב ילדי גן /","בית הספר לחינוך,",4652774
9933016999504146,הערכת שיטת הטיפול של ניקורים חוזרים של מפרק הירך כטיפול בדלקת מפרקים זיהומית של מפרק הירך : ‏מחקר עוקבה רטרוספקטיבי ‏/‏‏,"הפקולטה לרפואה ע""ש סאקלר",362938
990022700910204146,השפעת תהליכים קוגניטיבים של יחוס על התפתחות נטיה מקצועית בקרב נשים /,"בית הספר לחינוך,",1349452
990022721010204146,"""מסע גיבורות"" את האושר : סיפורן של נשים שהחליפו קריירות בעלות אפיון מגדרי /","בית הספר לחינוך,",3643494
9932958187704146,"חבורות חלקיות הנוצרות ע""י מחלקות צמידות /","בית הספר למדעי המתמטיקה,",2760748
9932998696904146,‏למידה מוטורית בילדים עם שיתוק מוחין מסוג המיפלגיה במבחן Nine Hole Peg Test ‏/‏,"החוג לפיזיותרפיה,",2706973
990022711430204146,ניהול לעומת צירוף של ניהול והוראה : עמדות של מתכשרים לניהול /,"בית הספר לחינוך,",1415503
990022719790204146,בניית יחידת לימוד בהוראת ההיסטוריה בחטיבת הביניים בנושא: מעמד האישה באסלאם /,"בית הספר לחינוך,",2679371
990022368230204146,השפעת החזרתיות על תחושות הביטחון בקרב חולי OCD /,החוג לפסיכולוגיה,739888
990022709820204146,"מלמידה ל""מיקוד למידה"" : ""מיקוד למידה"" - תאור המצב, הבנת המושג ודרכי יישומו בשני בתי ספר יסודיים (חקר מקרה ומחקר פעולה) /","בית הספר לחינוך,",2513547
990022707800204146,תוקף המבנה של מבחן דבור חצי ישיר לעומת מבחן דבור ישיר בעברית כשפה שניה /,"בית הספר לחינוך,",1353145
990022720190204146,היבטים קוגניטיביים לתיאור התנהגות אובייקטים שונים ויכולת הפשטה אצל תלמידי חטיבת הביניים /,"בית הספר לחינוך,",35220194
990022701540204146,גורמים הקשורים לעמדות של אמהות לילדים לקויי שמיעה כלפי שפת - הסימנים /,"בית הספר לחינוך,",2831326
990022720470204146,השפעת הטרמה (priming) בביצוע מטלות קונגרואנטיות ואינקונגרואנטיות של השוואת היקפים של צורות גיאומטריות /,"בית הספר לחינוך,",892616
990022717410204146,"ניבוי הישגי אוריינות של ילדי גן טרום חובה : משמעותם של המסגרת החינוכית, אמונות האמהות, הסביבה האוריינית, ידע האמהות לגבי הישגי ילדיהן והתיווך לכתיבה /","בית הספר לחינוך,",2748011
990022718560204146,תכן הנדסי וחשיבה אינטואיטיבית אצל מהנדסי מכונות /,"בית הספר לחינוך,",1674369
990022708580204146,דפוסי נישואין בקרב אנשים חרשים בישראל /,"בית הספר לחינוך,",1955672
990022706430204146,השוואה בין תלמידים עם לקויות למידה ורגילים בנושא הכשירות החברתית ותחושת הבדידות : היבט התפתחותי /,"בית הספר לחינוך,",1740386
9932998490404146,"תכנון, יישום וסימולציה של אלגוריתם לתיכנון תנועה חסרת-התנגשויות עבור שני עיגולים הנעים בין קירות פוליגונליים /","בית הספר למדעי המתמטיקה,",1995578
990022708820204146,הקשר בין ההחשפות למוות וסגנון ההתמודדות עם לחצים לבין תפיסת החיים והמוות ותחושת הרווחה הנפשית בקרב מתבגרים /,"בית הספר לחינוך,",1572448
990022704750204146,"אוירה משפחתית, דימוי עצמי וחרדה במשפחות עם ילד ליקוי למידה בהשוואה למשפחות רגילות /","בית הספר לחינוך,",1469872
9932946197004146,גישה חדשה בזיהוי כתב יד עברי /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",814387
990022713070204146,דפוסי פתרון של בעיות לא שגרתיות במתמטיקה באמצעות תקשרת מחשבים /,"בית הספר לחינוך,",2176241
990022718610204146,שרטוט גרף בחקירת פונקציה /,"בית הספר לחינוך,",67231681
990022721190204146,יסודות אירוניים בייצוגם התקשורתי של מנהלי בתי ספר בעיתונות המקומית בתל-אביב /,"בית הספר לחינוך,",4265413
990022707570204146,בזכות ולא בחסד : זכויותיהן של הקבוצות החלשות ביותר בחברה צודקת /,"בית הספר לחינוך,",1787978
990022716050204146,משאלות זהות של צעירים ערבים בישראל /,"בית הספר לחינוך,",2683484
990022701060204146,"יעילותן של התערבויות חינוכיות למניעת השימוש בסמים, והקשר בין איפיונים אישיותיים ועמדות כלפי סמים בקרב תלמידי כיתות ט' /","בית הספר לחינוך,",4239598
990022721000204146,קשיים בהוכחה באינדוקציה : המקרה של הפרדת קבוצת ההתייחסות לתת קבוצות שזורות /,"בית הספר לחינוך,",1450692
990022710680204146,השפעת גישות הוראה על ידע עולם של קוראים (תלמידי תיכון) לגבי יוצרים על בניית אינטרפרטציות בטקסטים פואטיים /,"בית הספר לחינוך,",1695711
990022710620204146,"השימוש בכלל האינטואיטיבי ""יותר מ-A, יותר מ-""B בהשוואת תבניות מספר /","בית הספר לחינוך,",1138120
990022572390204146,"התמודדות והסתגלות נפשית של נשים בהיריון בסיכון : הקשר בין הערכה קוגניטיבית ובין הסתגלות נפשית, התקשרות לעובר והכנה לשלב ההורות בהיריון בסיכון גבוה /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3637150
990022364850204146,דחף מקדים ואמונות בקרב ילדים ומתבגרים הסובלים מתסמונת טורט /,החוג לפסיכולוגיה,3837845
990021803410204146,בציעות פוליטית : הגדרת סיכויי אימוץ רפורמות מבניות ותכניות מדיניות ציבורית : מסגרת מישוגית וחקר המקרה הישראלי /,"החוג למדיניות ציבורית,",475661
990022707020204146,סגנון למידה ושביעות רצון במסגרות לימודיות פורמליות ובלתי פורמליות /,"בית הספר לחינוך,",1111924
990022720860204146,הקשר בין העדפות בהערכת הישגים ובין מאפייני הלומד /,"בית הספר לחינוך,",2252530
9932948487704146,"התנאים הנדרשים להפעלת רפורמה בתחום ההערכה בקנה מידה רחב עם סיכויי קיימות במערכת החינוך : תכנית ""חלוצי הערכה"" כחקר מקרה /","בית הספר לחינוך,",1161372
990022362150204146,המאבק האמריקאי במימון טרור מאז פיגועי ה-11 בספטמבר ותוצאותיו /,"התוכנית ללימודי ביטחון,",1286414
990022714460204146,הקשר בין מין ואינטליגנציה להומור /,"בית הספר לחינוך,",1206807
990022704970204146,יחוס הסיבתיות במטלות הישגיות-ספורטיביות אצל ספורטאים בענפי ספורט אישיים בהשוואה לספורטאים בענפי ספורט קבוצתיים /,"בית הספר לחינוך,",2001479
990022720050204146,"תנועת הנוער ""השומר הצעיר"" בפתחו של מהלך חדש : שינויים ומגמות ב""שומר הצעיר"" בעקבות הקמתה של ""תנועת הבוגרים"" התנועתית (1990 ואילך) /","בית הספר לחינוך,",4775393
990022707170204146,מבנה הלימודים בבתי הספר שהודרכו והתנסו בשיטות הוראה אלטרנטיביות /,"בית הספר לחינוך,",3711097
9932954591104146,החלפת מפרק ירך ללא שימוש בצמנט במחלה גרורתית של עצם הירך ‏/‏,"הפקולטה לרפואה ע""ש סאקלר,",663404
9932984597204146,גורמים מחזקים ומעכבים את השימוש בצמחי מרפא בקרב יוצאי ברית המועצות בהשוואה לאוכלוסיה הכללית בישראל /‏,"החוג לסיעוד,",1768942
990022719730204146,עמדות מורים ביחס למעורבות הורים בדפוסי ניהול שונים /,"בית הספר לחינוך,",2981902
9933007099304146,השפעות צריכה חוזרת של פורנוגרפיה /,בית הספר למדעי הפסיכולוגיה,1380993
990022708290204146,"הלימה מקצועית כמנבאת בחירה, השגים ושביעות רצון במקצוע בקרב מבוגרים שאותרו כמחוננים במדע בגיל ההתבגרות : מחקר לטווח ארוך /","בית הספר לחינוך,",1374863
990022708410204146,זוגיות ומיניות בגיל ההתבגרות : עמדות והתנהגות /,"בית הספר לחינוך,",2116305
990022717470204146,יצירת נרטיב בשלושה מוזיאונים בישראל /,"בית הספר לחינוך,",2465945
990022706580204146,מבחנים במקצוע הסטוריה בחטיבת הביניים - חקר מקרה /,"בית הספר לחינוך,",2758094
990022718190204146,תפיסת תלמידי תיכון את הקשר בין גרף הפונקציה f (x לגרף הפונקציה הנגזרת f'(x /,"בית הספר לחינוך,",5082113
990022574700204146,א-אינטגרציה כמקדמת עמידות בפני סימפטומים פוסט טראומטיים נוכח אירועי חיים שליליים /,החוג לפסיכולוגיה,2775648
9932999280404146,טרנספורמציה של משואות דיפרנציאליות ליניאריות רגילות וחסמים על ערכים עצמיים של מערכת STURM-IOUVILLE מסדר שני /,"החוג למתמטיקה שימושית,",1505001
990022712900204146,"חקר מקרה היסטורי-קוריקולרי : בי""ס תל""י הוד השרון, 1979-1999 /","בית הספר לחינוך,",3013282
9932960392004146,הנטיה לקישור בין מאורעות או קוגניציות כמרכיב בתהליך קבלת החלטות במצבי לחץ /,"החוג לפסיכולוגיה,",1559397
9932985087704146,בדיקת השערות סדרתית במבנה היררכי –פרויקט epi-IIRN /,"בית הספר למדעי המתמטיקה,",4989159
9932954491704146,"""כולם גרועים יותר מכולם"" : הטיה לנחיתות לא סלקטיבית בתהליכי השוואה בין חברים, בקבוצות שליליות הטרוגניות והומוגניות /",בית הספר למדעי הפסיכולוגיה,1056135
990022701710204146,בדיקת השפעת קורסים להכנה ללידה על התמודדות היולדות /,"בית הספר לחינוך,",1162840
990021399360204146,פיתוח שליטה עצמית באמצעות פעילות גופנית לנפגעי תגובת קרב בתר-חבלתיים (PTSD) /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",1257729
9932973899904146,מתרבות כתב־היד לתרבות הדפוס : התלמוד הירושלמי מהדורת ויניציאה רפ״ג /,לא ידוע,87249847
990022715790204146,השפעת המודל הליניארי על פתרון משימות המתייחסות להיקף ולשטח צורות דומות /,"בית הספר לחינוך,",1281236
990022169980204146,"המציאות הבדויה של הצבר : ""חור בלבנה"" (1965) של אורי זוהר: דיון תרבותי וניתוח ראשיתה של החשיבה הקולנועית הביקורתית על המפעל הציוני /",הפקולטה לאומנויות על שם יולנדה ודוד כץ.,2772075
990022711650204146,הפעלת מורים כאסטרטגיה להתמודדות עם קונפליקטים פנים ארגוניים /,"בית הספר לחינוך,",2160770
990022705560204146,חישוב שטחים בדיוק רצוי במסגרת מעבדה מתמטית /,"בית הספר לחינוך,",1835159
9932954389104146,כיצד השבחה גנטית של בני אדם יכולה להשפיע על האופן שבו אנו מבינים 'מה משמע להיות אדם'? /,"החוג לפילוסופיה,",1562810
990002801700204146,הבדלים בין-מיניים בהתייחסות לשני מודלים חברתיים : מודל הרשת - כמייצג מודל של מעורבות בינאישית לעומת מודל הפירמידה - כמייצג מודל של הישגיות אישית /,"החוג לפסיכולוגיה,",5150531
990022715130204146,הערכת התוכנית: הכשרת הגן הלאומי - כסביבת למידה חוץ כיתתית /,"בית הספר לחינוך,",36157865
990022573480204146,"זיכרון אוטוביוגרפי אצל ילדים : הבדל בין המינים, וקשר לדיכאון /",החוג לפסיכולוגיה,211270
990022707320204146,מחשבות על מורים טובים -- : דיוקן המורה האידאלי אצל פילוסופים ותלמידים /,"בית הספר לחינוך,",2384724
990022698610204146,בדיקת מינימום ההשגים של תלמידים במקצוע ההיסטוריה בחטיבת הביניים /,"בית הספר לחינוך,",2333735
990022722650204146,הוראה מודרגת של אופרטור מתמטי באמצעות פרמטריזציה ותכנות /,"בית הספר לחינוך,",21499036
990022713780204146,"הגימנסייה הריאלית ""בלפור"" בת""א : החינוך החברתי ערכי ותכנית הלימודים בתקופתו של המנהל שאול ריגר (1935-1943) /","בית הספר לחינוך,",6046055
990022704310204146,"חרדת עזיבה של ילדים כפונקציה של עדה, השכלה ולידת אח נוסף /","בית הספר לחינוך,",1220418
990022716220204146,מודל הנחיית שיח סינכרוני טקסטואלי מקוון /,"בית הספר לחינוך,",1898779
990022720840204146,הקשר בין תווך כתיבה לבין ניצני אוריינות : השוואה בין תיווך של הורים לילדי גן עם ובלי ADHD /,"בית הספר לחינוך,",2076610
990022215220204146,חשיפה תקשורתית לאלימות פוליטית : השפעות ודרכי התמודדות /,החוג לפסיכולוגיה,592672
990003019280204146,הגורמים המשפיעים על דיווח של רופאים בנושא ילדים מוכים /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",1649669
9932954493004146,זיהוי רגשות אצל האחר ותמיכה חברתית כגורמים הממתנים את הקשר שבין עיסוק בזנות לבין תסמינים פוסט טראומטיים ומצוקה פסיכולוגית /,בית הספר למדעי הפסיכולוגיה,1029417
990022627110204146,"דיכאון וחרדה במעבר לאימהות : השלכותיהם של סיכון אובייקטיבי, סיכון נתפס של ההיריון והלידה ומשאבי תמיכה /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3890421
990022723190204146,"השפעת צורת ייצוג המשימה: מספרי, בדיד או רציף על נכונות ועל זמן תגובה של תשובות תלמידים במטלות השוואת יחסים והסתברויות /","בית הספר לחינוך,",2241494
9932988498704146,"התסמונת הפוסט טראומטיות, הנחות עולם וצמיחה פוסט טראומטית בקרב פדויי שבי /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3107496
9932984592904146,מנבאי מטריקס (MATRIX) להופעתם של קרעים תרפואטים (Therapeutic Ruptures) בפסיכותרפיה בגישה פסיכואנליטית ‏/‏,"הפקולטה לרפואה ע""ש סאקלר,",965912
9932984989904146,זוגות חד-מיניים : מאפיינים ודרכי התמודדות עם סטיגמה /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",6779682
990022717280204146,"תפיסת ילדים תוקפנים ובעלי נטייה לתרבות של כבוד, את תוצאות התנהגותם /","בית הספר לחינוך,",1612302
990022714690204146,שימוש בכללים האינטואיטיבים בפתרון מטלות העוסקות בשיווי משקל כימי /,"בית הספר לחינוך,",1270164
990022721500204146,מוכנות אוריינית לכיתה א' בקרב ילדי גן חובה בחטיבה הצעירה ובגן רגיל /,"בית הספר לחינוך,",27323628
990022721180204146,תפיסת יחסי עבודה ומשפחה בקרב סטודנטים ערביים בזיקה למגדר ותרבות /,"בית הספר לחינוך,",28022086
9932954495004146,קורלציה בין ממצאי הדמיה מוחית לתפקוד מוטורי בילדים עם שיתוק מוחין ‏/‏,"הפקולטה לרפואה ע""ש סאקלר,",402490
990022709360204146,"הקשר בין קליטה חברתית ועמדות ובין רכישת השפה העברית כשפה שניה : ""חקר מקרה"" /","בית הספר לחינוך,",4089160
990021416640204146,בדיקת הטמעה של שיטת עבודה חדשה לאבחון ומיון מטופלים /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",2989733
990022721160204146,תפיסות אפיסטמולוגיות של בנים ובנות בזיקה לשימוש במחשב ובאינטרנט כסביבת למידה /,"בית הספר לחינוך,",2933826
9932959700004146,"""איזה הוא גיבור - הכובש את יצרו"" : כאוס וסדר בפסלי רולאן המאוחרים מהמאות ה- 15 וה- 16 בגרמניה /","החוג לתולדות האומנות,",4972166
990022701870204146,השואת דרכי ההתערבות של אמהות ממוצא ומרמת השכלה שונות בזמן ציור משותף עם ילדיהן /,"בית הספר לחינוך,",2380538
9932977799304146,העברה בין בני זוג של לחץ וחרדה בהקשר למצבם הכלכלי : השפעת התקשורת הבינאישית /,"בית הספר למוסמכים במינהל עסקים על שם לאון רקנטי,",3012279
990021772290204146,"יחסי אבות-בנות : יכולת לאינטימיות, דימוי עצמי ורגישות לדחייה בבגרות הצעירה /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",4511330
990022086950204146,רווחה נפשית בקרב מתבגרים : משבר כמאיים על הרווחה הנפשית מול שליטה עצמית ותמיכה חברתית כמעצימות אותה /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3068011
990022719130204146,"בין אוניברסאליות ללאומיות טקסי 1 במאי וחנוכה בתנועת בנק""י 1948-1965 /","בית הספר לחינוך,",4035535
990022720740204146,"מבעד לצוהר, מעבר למילים : הערכת תוכנית התערבות לקידום תיווך הורי, המתייחס להבנה רגשית-חברתית ולשפה, בעת קריאת ספרים לילדי גן ממיצב נמוך /","בית הספר לחינוך,",2089747
990022709610204146,'מסע בעולם של ניגודים ועמימות' : מקום המבוגר בבית-הספר הדמוקרטי: מחקר אתנוגרפי /,"בית הספר לחינוך,",4970240
9933018099404146,מחקר חתך רטרוספקטיבי השוואתי בין הדמיות CT ו- MRI ככלי לאבחנת נזקי פריקת פיקה לטראלית וקביעת המהלך הטיפולי ‏/‏,"הפקולטה לרפואה ע""ש סאקלר,",576163
990022704630204146,"ניתוחה המדעי, עקרונותיה ומטרותיה של החוברת ""חמדו לשון"" /","בית הספר לחינוך,",1935076
990022714640204146,השפעת מצבי רגש על תהליכי עיבוד חברתי בקרב מתבגרים עם פיגור שכלי קל ובינוני /,"בית הספר לחינוך,",1859850
990022721890204146,קבעון והפרעה בפתרון בעיית Insight /,"בית הספר לחינוך,",1732276
9932947884104146,שחזור תמונה על ידי סופר-רזולוציה גאומטרית בשילוב מסכה ראנדומאלית /,"בית הספר להנדסת חשמל,",2377023
990022710970204146,מאפיינים של תהליך 'מחזורי' הערכה-יישום' של פתרונות טכנולוגיים ביחס למטרה אצל תלמידים הפועלים בסביבות תיכון לא מובנות /,"בית הספר לחינוך,",5212479
990022717400204146,הקשר בין תפישות הערכה של מורים לבין השתתפותם בתוכנית התערבות /,"בית הספר לחינוך,",2588040
9932998490804146,תכנון אחיזה של רובות בגוף ותנועתם ביו מכשולים פוליגונליים /,"החוג למדעי המחשב,",2006758
9932959798204146,מלחמתן הכפולה של הנשים לעצמאות : בבה אידלסון וארגוני הנשים במלחמת העצמאות /,"התוכנית ללימודי נשים ומגדר,",1595734
990022720340204146,"הקשר בין שחיקה, עמדות ורגשות של מורים בחינוך המיוחד ובחינוך הרגיל כלפי אנשים נכים /","בית הספר לחינוך,",1010680
990003297120204146,"פיתוח כלי פסיכומטרי לפי גישה אקזיסטנציאלית דיאלקטית להערכת יחסי נישואין : גישור בין תיאוריה, מחקר ופרקטיקה /","בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",13253213
9932958185504146,עמנואל קאנט ומרטין בובר : יחסי אני-אתה לאור תורת המוסר של קאנט /,"בית הספר לפילוסופיה, בלשנות ולימודי מדע,",2328517
990022706920204146,ההשפעה ארוכת הטווח של התנסות בתנועת נוער /,"בית הספר לחינוך,",2696623
990022719710204146,"""אני כאן בשבילך :-)"" : הערכת סגנונות תקשורת של מורים בסביבה טכסטואלית מתוקשבת /","בית הספר לחינוך,",27263327
990022703910204146,תקפות המיון להקבצות בחטיבת ביניים /,"בית הספר לחינוך,",1275683
990021383270204146,"תהליכי אוטונומיזציה של מערכת הספרות הישראלית לילדים ולנוער : מקרה מבחן: העיתונים דבר לילדים, משמר לילדים והארץ שלנו לנוכח המעבר מיישוב למדינה /",לא ידוע,2529423
9932953595104146,"הורים וילדים עם הפרעות טיק : ‏ה‏תרומה ההדדית של מערכת ההתקשרות, ויסות רגשי והעצמי המתפתח ‏/‏",החוג לרפואה כללית,6413146
9932942093504146,דפוסי התקשרות ושביעות רצון מנישואים בקרב מקבלי עיטורים במלחמת יום הכיפורים /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",756889
990022714510204146,הקשר בין תפיסת היועץ ותפיסת רגשות האדם הפונה לייעוץ לבין עמדות מתבגרים כלפי פנייה לעזרה /,"בית הספר לחינוך,",1931979
990021672710204146,יצירת אירוסולים על ידי פוטוליזה של פחמימנים ומימן ציאנידי ואפליקציות לאטמוספירת טיטן /,"החוג לגיאופיזיקה,",5676537
990022329100204146,"השפעה של לחץ וסגנון ההתמודדות ""רגישנות-מדחיקנות"" על זכירת חלומות /",החוג לפסיכולוגיה,427784
990022715440204146,"דפוסי התמודדות של מערכת החינוך עם תופעת ה""חינוך הרוסי"" /","בית הספר לחינוך,",3259198
9933001399704146,פעילות קואליציונית של ארגונים לשינוי חברתי /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",11882464
990022719470204146,שימוש בשגיאות להוראת הנושא שרטוט גרף הפונקציה /,"בית הספר לחינוך,",7592533
990022713710204146,בדיקת דרגת החפיפה בין תכנים ונושאים במבחנו הבגרות לבין בחינות כיתה באנגלית /,"בית הספר לחינוך,",3048415
990022711380204146,"פיתוח תכנית לימודים בהיסטוריה : ""הדמוקרטיה האמריקאית במבחן - מאבקן של הנשים בארה""ב לזכות בחירה"" /","בית הספר לחינוך,",5919390
990022711450204146,"תפיסת מבנה הסביל, הפקתו ושימושיו בשפת האם ובשפת היעד בקרב פרחי הוראה לאנגלית /","בית הספר לחינוך,",5712873
990022713760204146,"תכנון לימודים בית-ספרי וארגון ""זמן לומד"" כהליכי העצמה בביה""ס /","בית הספר לחינוך,",2088340
990022214070204146,מדידת אתוס הקונפליקט היהודי-ערבי : מטרימים ותוצאות /,החוג לפסיכולוגיה,969826
990022702150204146,"אקלים כתה מנקודת הראות של מורים, תלמידים וצופה /","בית הספר לחינוך,",1899647
990022701020204146,רעיון שלילת הגולה והגלות בתפיסה החינוכית של תנועת הקבוץ המאוחד (בשנים 1921-1948) /,"בית הספר לחינוך,",3363811
990022703270204146,התפתחות הקריאה והכתיבה אצל ילדי גן : ייצוג בכתב של הבדלים תחביריים וסמנטיים בין משפטים /,"בית הספר לחינוך,",2796372
990021339760204146,הקשר בין ההשתתפות של נפגעי נפש בתכנית לשיקום תעסוקתי במזרח ירושלים לבין תחושת החלמה /,"בית הספר לעבודה סוציאלית ע""ש בוב שאפל,",3117827
990022701840204146,היבטים קוגניטיביים וחברתיים של הומוריסטים: בנים ובנות בגילאים השונים /,"בית הספר לחינוך,",1451748
990022367670204146,"הקשר בין תכונות אישיות, רווחה סובייקטיבית ותפיסת עולם עוין בקרב תלמידי תיכון /",החוג לפסיכולוגיה,1853570
9932948488904146,"כיצד תלמידי חינוך מיוחד בכיתות ב'-ג', המשולבים בכיתות הרגילות, פותרים ומסבירים פתרונות לתרגילי חיבור במספרים דו ספרתיים /","בית הספר לחינוך,",1900080
990022706520204146,כישורים חברתיים ותחושת בדידות אצל שתי קבוצות של תלמידים מתבגרים עם פיגור שכלי קל /,"בית הספר לחינוך,",1246477
