text_index,cluster,source
8594,2,GeektimeCorpus-Combined-Deduped
8595,4,GeektimeCorpus-Combined-Deduped
8596,4,GeektimeCorpus-Combined-Deduped
8597,4,GeektimeCorpus-Combined-Deduped
8598,4,GeektimeCorpus-Combined-Deduped
8599,4,GeektimeCorpus-Combined-Deduped
8600,4,GeektimeCorpus-Combined-Deduped
8601,4,GeektimeCorpus-Combined-Deduped
8602,4,GeektimeCorpus-Combined-Deduped
8603,4,GeektimeCorpus-Combined-Deduped
8604,4,GeektimeCorpus-Combined-Deduped
8605,2,GeektimeCorpus-Combined-Deduped
8606,4,GeektimeCorpus-Combined-Deduped
8607,4,GeektimeCorpus-Combined-Deduped
8608,4,GeektimeCorpus-Combined-Deduped
8609,4,GeektimeCorpus-Combined-Deduped
8610,4,GeektimeCorpus-Combined-Deduped
8611,4,GeektimeCorpus-Combined-Deduped
8612,4,GeektimeCorpus-Combined-Deduped
8613,4,GeektimeCorpus-Combined-Deduped
8614,4,GeektimeCorpus-Combined-Deduped
8615,4,GeektimeCorpus-Combined-Deduped
8616,4,GeektimeCorpus-Combined-Deduped
8617,4,GeektimeCorpus-Combined-Deduped
8618,4,GeektimeCorpus-Combined-Deduped
8619,4,GeektimeCorpus-Combined-Deduped
8620,2,GeektimeCorpus-Combined-Deduped
8621,4,GeektimeCorpus-Combined-Deduped
8622,4,GeektimeCorpus-Combined-Deduped
8623,4,GeektimeCorpus-Combined-Deduped
8624,4,GeektimeCorpus-Combined-Deduped
8625,4,GeektimeCorpus-Combined-Deduped
8626,4,GeektimeCorpus-Combined-Deduped
8627,4,GeektimeCorpus-Combined-Deduped
8628,4,GeektimeCorpus-Combined-Deduped
8629,4,GeektimeCorpus-Combined-Deduped
8630,4,GeektimeCorpus-Combined-Deduped
8631,3,GeektimeCorpus-Combined-Deduped
8632,2,GeektimeCorpus-Combined-Deduped
8633,4,GeektimeCorpus-Combined-Deduped
8634,4,GeektimeCorpus-Combined-Deduped
8635,4,GeektimeCorpus-Combined-Deduped
8636,4,GeektimeCorpus-Combined-Deduped
8637,4,GeektimeCorpus-Combined-Deduped
8638,4,GeektimeCorpus-Combined-Deduped
8639,2,GeektimeCorpus-Combined-Deduped
8640,4,GeektimeCorpus-Combined-Deduped
8641,4,GeektimeCorpus-Combined-Deduped
8642,4,GeektimeCorpus-Combined-Deduped
8643,4,GeektimeCorpus-Combined-Deduped
8644,4,GeektimeCorpus-Combined-Deduped
8645,4,GeektimeCorpus-Combined-Deduped
8646,9,GeektimeCorpus-Combined-Deduped
8647,2,GeektimeCorpus-Combined-Deduped
8648,4,GeektimeCorpus-Combined-Deduped
8649,4,GeektimeCorpus-Combined-Deduped
8650,4,GeektimeCorpus-Combined-Deduped
8651,4,GeektimeCorpus-Combined-Deduped
8652,4,GeektimeCorpus-Combined-Deduped
8653,4,GeektimeCorpus-Combined-Deduped
8654,4,GeektimeCorpus-Combined-Deduped
8655,4,GeektimeCorpus-Combined-Deduped
8656,4,GeektimeCorpus-Combined-Deduped
8657,4,GeektimeCorpus-Combined-Deduped
8658,4,GeektimeCorpus-Combined-Deduped
8659,4,GeektimeCorpus-Combined-Deduped
8660,4,GeektimeCorpus-Combined-Deduped
8661,4,GeektimeCorpus-Combined-Deduped
8662,4,GeektimeCorpus-Combined-Deduped
8663,4,GeektimeCorpus-Combined-Deduped
8664,4,GeektimeCorpus-Combined-Deduped
8665,4,GeektimeCorpus-Combined-Deduped
8666,4,GeektimeCorpus-Combined-Deduped
8667,4,GeektimeCorpus-Combined-Deduped
8668,4,GeektimeCorpus-Combined-Deduped
8669,6,GeektimeCorpus-Combined-Deduped
8670,4,GeektimeCorpus-Combined-Deduped
8671,4,GeektimeCorpus-Combined-Deduped
8672,4,GeektimeCorpus-Combined-Deduped
8673,4,GeektimeCorpus-Combined-Deduped
8674,4,GeektimeCorpus-Combined-Deduped
8675,4,GeektimeCorpus-Combined-Deduped
8676,4,GeektimeCorpus-Combined-Deduped
8677,4,GeektimeCorpus-Combined-Deduped
8678,2,GeektimeCorpus-Combined-Deduped
8679,2,GeektimeCorpus-Combined-Deduped
8680,4,GeektimeCorpus-Combined-Deduped
8681,4,GeektimeCorpus-Combined-Deduped
8682,4,GeektimeCorpus-Combined-Deduped
8683,4,GeektimeCorpus-Combined-Deduped
8684,4,GeektimeCorpus-Combined-Deduped
8685,4,GeektimeCorpus-Combined-Deduped
8686,4,GeektimeCorpus-Combined-Deduped
8687,4,GeektimeCorpus-Combined-Deduped
8688,4,GeektimeCorpus-Combined-Deduped
8689,4,GeektimeCorpus-Combined-Deduped
8690,4,GeektimeCorpus-Combined-Deduped
8691,4,GeektimeCorpus-Combined-Deduped
8692,2,GeektimeCorpus-Combined-Deduped
8693,4,GeektimeCorpus-Combined-Deduped
8694,4,GeektimeCorpus-Combined-Deduped
8695,4,GeektimeCorpus-Combined-Deduped
8696,4,GeektimeCorpus-Combined-Deduped
8697,2,GeektimeCorpus-Combined-Deduped
8698,4,GeektimeCorpus-Combined-Deduped
8699,4,GeektimeCorpus-Combined-Deduped
8700,4,GeektimeCorpus-Combined-Deduped
8701,4,GeektimeCorpus-Combined-Deduped
8702,2,GeektimeCorpus-Combined-Deduped
8703,4,GeektimeCorpus-Combined-Deduped
8704,4,GeektimeCorpus-Combined-Deduped
8705,4,GeektimeCorpus-Combined-Deduped
8706,4,GeektimeCorpus-Combined-Deduped
8707,4,GeektimeCorpus-Combined-Deduped
8708,4,GeektimeCorpus-Combined-Deduped
8709,4,GeektimeCorpus-Combined-Deduped
8710,4,GeektimeCorpus-Combined-Deduped
8711,4,GeektimeCorpus-Combined-Deduped
8712,4,GeektimeCorpus-Combined-Deduped
8713,4,GeektimeCorpus-Combined-Deduped
8714,4,GeektimeCorpus-Combined-Deduped
8715,4,GeektimeCorpus-Combined-Deduped
8716,4,GeektimeCorpus-Combined-Deduped
8717,4,GeektimeCorpus-Combined-Deduped
8718,4,GeektimeCorpus-Combined-Deduped
8719,4,GeektimeCorpus-Combined-Deduped
8720,4,GeektimeCorpus-Combined-Deduped
8721,4,GeektimeCorpus-Combined-Deduped
8722,4,GeektimeCorpus-Combined-Deduped
8723,4,GeektimeCorpus-Combined-Deduped
8724,4,GeektimeCorpus-Combined-Deduped
8725,4,GeektimeCorpus-Combined-Deduped
8726,4,GeektimeCorpus-Combined-Deduped
8727,4,GeektimeCorpus-Combined-Deduped
8728,4,GeektimeCorpus-Combined-Deduped
8729,4,GeektimeCorpus-Combined-Deduped
8730,4,GeektimeCorpus-Combined-Deduped
8731,4,GeektimeCorpus-Combined-Deduped
8732,4,GeektimeCorpus-Combined-Deduped
8733,4,GeektimeCorpus-Combined-Deduped
8734,4,GeektimeCorpus-Combined-Deduped
8735,2,GeektimeCorpus-Combined-Deduped
8736,4,GeektimeCorpus-Combined-Deduped
8737,4,GeektimeCorpus-Combined-Deduped
8738,4,GeektimeCorpus-Combined-Deduped
8739,4,GeektimeCorpus-Combined-Deduped
8740,4,GeektimeCorpus-Combined-Deduped
8741,2,GeektimeCorpus-Combined-Deduped
8742,4,GeektimeCorpus-Combined-Deduped
8743,4,GeektimeCorpus-Combined-Deduped
8744,4,GeektimeCorpus-Combined-Deduped
8745,4,GeektimeCorpus-Combined-Deduped
8746,4,GeektimeCorpus-Combined-Deduped
8747,4,GeektimeCorpus-Combined-Deduped
8748,2,GeektimeCorpus-Combined-Deduped
8749,9,GeektimeCorpus-Combined-Deduped
8750,4,GeektimeCorpus-Combined-Deduped
8751,4,GeektimeCorpus-Combined-Deduped
8752,4,GeektimeCorpus-Combined-Deduped
8753,4,GeektimeCorpus-Combined-Deduped
8754,4,GeektimeCorpus-Combined-Deduped
8755,4,GeektimeCorpus-Combined-Deduped
8756,4,GeektimeCorpus-Combined-Deduped
8757,4,GeektimeCorpus-Combined-Deduped
8758,4,GeektimeCorpus-Combined-Deduped
8759,4,GeektimeCorpus-Combined-Deduped
8760,2,GeektimeCorpus-Combined-Deduped
8761,4,GeektimeCorpus-Combined-Deduped
8762,2,GeektimeCorpus-Combined-Deduped
8763,4,GeektimeCorpus-Combined-Deduped
8764,4,GeektimeCorpus-Combined-Deduped
8765,4,GeektimeCorpus-Combined-Deduped
8766,4,GeektimeCorpus-Combined-Deduped
8767,4,GeektimeCorpus-Combined-Deduped
8768,4,GeektimeCorpus-Combined-Deduped
8769,4,GeektimeCorpus-Combined-Deduped
8770,4,GeektimeCorpus-Combined-Deduped
8771,4,GeektimeCorpus-Combined-Deduped
8772,4,GeektimeCorpus-Combined-Deduped
8773,4,GeektimeCorpus-Combined-Deduped
8774,4,GeektimeCorpus-Combined-Deduped
8775,4,GeektimeCorpus-Combined-Deduped
8776,4,GeektimeCorpus-Combined-Deduped
8777,4,GeektimeCorpus-Combined-Deduped
8778,3,GeektimeCorpus-Combined-Deduped
8779,4,GeektimeCorpus-Combined-Deduped
8780,4,GeektimeCorpus-Combined-Deduped
8781,4,GeektimeCorpus-Combined-Deduped
8782,4,GeektimeCorpus-Combined-Deduped
8783,4,GeektimeCorpus-Combined-Deduped
8784,4,GeektimeCorpus-Combined-Deduped
8785,4,GeektimeCorpus-Combined-Deduped
8786,4,GeektimeCorpus-Combined-Deduped
8787,4,GeektimeCorpus-Combined-Deduped
8788,4,GeektimeCorpus-Combined-Deduped
8789,2,GeektimeCorpus-Combined-Deduped
8790,2,GeektimeCorpus-Combined-Deduped
8791,4,GeektimeCorpus-Combined-Deduped
8792,4,GeektimeCorpus-Combined-Deduped
8793,4,GeektimeCorpus-Combined-Deduped
8794,4,GeektimeCorpus-Combined-Deduped
8795,4,GeektimeCorpus-Combined-Deduped
8796,4,GeektimeCorpus-Combined-Deduped
8797,4,GeektimeCorpus-Combined-Deduped
8798,4,GeektimeCorpus-Combined-Deduped
8799,2,GeektimeCorpus-Combined-Deduped
8800,4,GeektimeCorpus-Combined-Deduped
8801,4,GeektimeCorpus-Combined-Deduped
8802,4,GeektimeCorpus-Combined-Deduped
8803,4,GeektimeCorpus-Combined-Deduped
8804,4,GeektimeCorpus-Combined-Deduped
8805,4,GeektimeCorpus-Combined-Deduped
8806,4,GeektimeCorpus-Combined-Deduped
8807,4,GeektimeCorpus-Combined-Deduped
8808,4,GeektimeCorpus-Combined-Deduped
8809,2,GeektimeCorpus-Combined-Deduped
8810,4,GeektimeCorpus-Combined-Deduped
8811,4,GeektimeCorpus-Combined-Deduped
8812,4,GeektimeCorpus-Combined-Deduped
8813,4,GeektimeCorpus-Combined-Deduped
8814,4,GeektimeCorpus-Combined-Deduped
8815,4,GeektimeCorpus-Combined-Deduped
8816,4,GeektimeCorpus-Combined-Deduped
8817,4,GeektimeCorpus-Combined-Deduped
8818,4,GeektimeCorpus-Combined-Deduped
8819,4,GeektimeCorpus-Combined-Deduped
8820,4,GeektimeCorpus-Combined-Deduped
8821,4,GeektimeCorpus-Combined-Deduped
8822,4,GeektimeCorpus-Combined-Deduped
8823,4,GeektimeCorpus-Combined-Deduped
8824,4,GeektimeCorpus-Combined-Deduped
8825,4,GeektimeCorpus-Combined-Deduped
8826,4,GeektimeCorpus-Combined-Deduped
8827,4,GeektimeCorpus-Combined-Deduped
8828,4,GeektimeCorpus-Combined-Deduped
8829,4,GeektimeCorpus-Combined-Deduped
8830,4,GeektimeCorpus-Combined-Deduped
8831,4,GeektimeCorpus-Combined-Deduped
8832,2,GeektimeCorpus-Combined-Deduped
8833,4,GeektimeCorpus-Combined-Deduped
8834,4,GeektimeCorpus-Combined-Deduped
8835,4,GeektimeCorpus-Combined-Deduped
8836,4,GeektimeCorpus-Combined-Deduped
8837,4,GeektimeCorpus-Combined-Deduped
8838,2,GeektimeCorpus-Combined-Deduped
8839,2,GeektimeCorpus-Combined-Deduped
8840,4,GeektimeCorpus-Combined-Deduped
8841,4,GeektimeCorpus-Combined-Deduped
8842,4,GeektimeCorpus-Combined-Deduped
8843,4,GeektimeCorpus-Combined-Deduped
8844,4,GeektimeCorpus-Combined-Deduped
8845,4,GeektimeCorpus-Combined-Deduped
8846,4,GeektimeCorpus-Combined-Deduped
8847,4,GeektimeCorpus-Combined-Deduped
8848,4,GeektimeCorpus-Combined-Deduped
8849,4,GeektimeCorpus-Combined-Deduped
8850,4,GeektimeCorpus-Combined-Deduped
8851,4,GeektimeCorpus-Combined-Deduped
8852,4,GeektimeCorpus-Combined-Deduped
8853,4,GeektimeCorpus-Combined-Deduped
8854,4,GeektimeCorpus-Combined-Deduped
8855,4,GeektimeCorpus-Combined-Deduped
8856,4,GeektimeCorpus-Combined-Deduped
8857,4,GeektimeCorpus-Combined-Deduped
8858,4,GeektimeCorpus-Combined-Deduped
8859,4,GeektimeCorpus-Combined-Deduped
8860,4,GeektimeCorpus-Combined-Deduped
8861,4,GeektimeCorpus-Combined-Deduped
8862,2,GeektimeCorpus-Combined-Deduped
8863,4,GeektimeCorpus-Combined-Deduped
8864,4,GeektimeCorpus-Combined-Deduped
8865,4,GeektimeCorpus-Combined-Deduped
8866,4,GeektimeCorpus-Combined-Deduped
8867,4,GeektimeCorpus-Combined-Deduped
8868,4,GeektimeCorpus-Combined-Deduped
8869,2,GeektimeCorpus-Combined-Deduped
8870,4,GeektimeCorpus-Combined-Deduped
8871,4,GeektimeCorpus-Combined-Deduped
8872,4,GeektimeCorpus-Combined-Deduped
8873,4,GeektimeCorpus-Combined-Deduped
8874,4,GeektimeCorpus-Combined-Deduped
8875,4,GeektimeCorpus-Combined-Deduped
8876,4,GeektimeCorpus-Combined-Deduped
8877,4,GeektimeCorpus-Combined-Deduped
8878,4,GeektimeCorpus-Combined-Deduped
8879,4,GeektimeCorpus-Combined-Deduped
8880,4,GeektimeCorpus-Combined-Deduped
8881,2,GeektimeCorpus-Combined-Deduped
8882,4,GeektimeCorpus-Combined-Deduped
8883,4,GeektimeCorpus-Combined-Deduped
8884,9,GeektimeCorpus-Combined-Deduped
8885,4,GeektimeCorpus-Combined-Deduped
8886,4,GeektimeCorpus-Combined-Deduped
8887,2,GeektimeCorpus-Combined-Deduped
8888,4,GeektimeCorpus-Combined-Deduped
8889,4,GeektimeCorpus-Combined-Deduped
8890,4,GeektimeCorpus-Combined-Deduped
8891,4,GeektimeCorpus-Combined-Deduped
8892,4,GeektimeCorpus-Combined-Deduped
8893,4,GeektimeCorpus-Combined-Deduped
8894,4,GeektimeCorpus-Combined-Deduped
8895,4,GeektimeCorpus-Combined-Deduped
8896,4,GeektimeCorpus-Combined-Deduped
8897,4,GeektimeCorpus-Combined-Deduped
8898,2,GeektimeCorpus-Combined-Deduped
8899,4,GeektimeCorpus-Combined-Deduped
8900,4,GeektimeCorpus-Combined-Deduped
8901,4,GeektimeCorpus-Combined-Deduped
8902,4,GeektimeCorpus-Combined-Deduped
8903,4,GeektimeCorpus-Combined-Deduped
8904,4,GeektimeCorpus-Combined-Deduped
8905,4,GeektimeCorpus-Combined-Deduped
8906,4,GeektimeCorpus-Combined-Deduped
8907,6,GeektimeCorpus-Combined-Deduped
8908,4,GeektimeCorpus-Combined-Deduped
8909,4,GeektimeCorpus-Combined-Deduped
8910,4,GeektimeCorpus-Combined-Deduped
8911,2,GeektimeCorpus-Combined-Deduped
8912,4,GeektimeCorpus-Combined-Deduped
8913,4,GeektimeCorpus-Combined-Deduped
8914,2,GeektimeCorpus-Combined-Deduped
8915,9,GeektimeCorpus-Combined-Deduped
8916,4,GeektimeCorpus-Combined-Deduped
8917,4,GeektimeCorpus-Combined-Deduped
8918,4,GeektimeCorpus-Combined-Deduped
8919,4,GeektimeCorpus-Combined-Deduped
8920,2,GeektimeCorpus-Combined-Deduped
8921,4,GeektimeCorpus-Combined-Deduped
8922,4,GeektimeCorpus-Combined-Deduped
8923,4,GeektimeCorpus-Combined-Deduped
8924,4,GeektimeCorpus-Combined-Deduped
8925,4,GeektimeCorpus-Combined-Deduped
8926,4,GeektimeCorpus-Combined-Deduped
8927,4,GeektimeCorpus-Combined-Deduped
8928,9,GeektimeCorpus-Combined-Deduped
8929,4,GeektimeCorpus-Combined-Deduped
8930,4,GeektimeCorpus-Combined-Deduped
8931,4,GeektimeCorpus-Combined-Deduped
8932,4,GeektimeCorpus-Combined-Deduped
8933,4,GeektimeCorpus-Combined-Deduped
8934,4,GeektimeCorpus-Combined-Deduped
8935,4,GeektimeCorpus-Combined-Deduped
8936,4,GeektimeCorpus-Combined-Deduped
8937,4,GeektimeCorpus-Combined-Deduped
8938,4,GeektimeCorpus-Combined-Deduped
8939,4,GeektimeCorpus-Combined-Deduped
8940,4,GeektimeCorpus-Combined-Deduped
8941,4,GeektimeCorpus-Combined-Deduped
8942,4,GeektimeCorpus-Combined-Deduped
8943,4,GeektimeCorpus-Combined-Deduped
8944,4,GeektimeCorpus-Combined-Deduped
8945,4,GeektimeCorpus-Combined-Deduped
8946,4,GeektimeCorpus-Combined-Deduped
8947,4,GeektimeCorpus-Combined-Deduped
8948,4,GeektimeCorpus-Combined-Deduped
8949,4,GeektimeCorpus-Combined-Deduped
8950,4,GeektimeCorpus-Combined-Deduped
8951,4,GeektimeCorpus-Combined-Deduped
8952,2,GeektimeCorpus-Combined-Deduped
8953,4,GeektimeCorpus-Combined-Deduped
8954,4,GeektimeCorpus-Combined-Deduped
8955,4,GeektimeCorpus-Combined-Deduped
8956,4,GeektimeCorpus-Combined-Deduped
8957,4,GeektimeCorpus-Combined-Deduped
8958,4,GeektimeCorpus-Combined-Deduped
8959,4,GeektimeCorpus-Combined-Deduped
8960,4,GeektimeCorpus-Combined-Deduped
8961,2,GeektimeCorpus-Combined-Deduped
8962,4,GeektimeCorpus-Combined-Deduped
8963,2,GeektimeCorpus-Combined-Deduped
8964,4,GeektimeCorpus-Combined-Deduped
8965,4,GeektimeCorpus-Combined-Deduped
8966,4,GeektimeCorpus-Combined-Deduped
8967,4,GeektimeCorpus-Combined-Deduped
8968,4,GeektimeCorpus-Combined-Deduped
8969,4,GeektimeCorpus-Combined-Deduped
8970,4,GeektimeCorpus-Combined-Deduped
8971,4,GeektimeCorpus-Combined-Deduped
8972,4,GeektimeCorpus-Combined-Deduped
8973,4,GeektimeCorpus-Combined-Deduped
8974,4,GeektimeCorpus-Combined-Deduped
8975,4,GeektimeCorpus-Combined-Deduped
8976,4,GeektimeCorpus-Combined-Deduped
8977,4,GeektimeCorpus-Combined-Deduped
8978,2,GeektimeCorpus-Combined-Deduped
8979,4,GeektimeCorpus-Combined-Deduped
8980,4,GeektimeCorpus-Combined-Deduped
8981,4,GeektimeCorpus-Combined-Deduped
8982,4,GeektimeCorpus-Combined-Deduped
8983,4,GeektimeCorpus-Combined-Deduped
8984,4,GeektimeCorpus-Combined-Deduped
8985,4,GeektimeCorpus-Combined-Deduped
8986,4,GeektimeCorpus-Combined-Deduped
8987,4,GeektimeCorpus-Combined-Deduped
8988,4,GeektimeCorpus-Combined-Deduped
8989,4,GeektimeCorpus-Combined-Deduped
8990,4,GeektimeCorpus-Combined-Deduped
8991,4,GeektimeCorpus-Combined-Deduped
8992,4,GeektimeCorpus-Combined-Deduped
8993,4,GeektimeCorpus-Combined-Deduped
8994,4,GeektimeCorpus-Combined-Deduped
8995,4,GeektimeCorpus-Combined-Deduped
8996,4,GeektimeCorpus-Combined-Deduped
8997,4,GeektimeCorpus-Combined-Deduped
8998,4,GeektimeCorpus-Combined-Deduped
8999,4,GeektimeCorpus-Combined-Deduped
9000,4,GeektimeCorpus-Combined-Deduped
9001,4,GeektimeCorpus-Combined-Deduped
9002,4,GeektimeCorpus-Combined-Deduped
9003,4,GeektimeCorpus-Combined-Deduped
9004,4,GeektimeCorpus-Combined-Deduped
9005,4,GeektimeCorpus-Combined-Deduped
9006,4,GeektimeCorpus-Combined-Deduped
9007,4,GeektimeCorpus-Combined-Deduped
9008,4,GeektimeCorpus-Combined-Deduped
9009,4,GeektimeCorpus-Combined-Deduped
9010,4,GeektimeCorpus-Combined-Deduped
9011,4,GeektimeCorpus-Combined-Deduped
9012,4,GeektimeCorpus-Combined-Deduped
9013,4,GeektimeCorpus-Combined-Deduped
9014,4,GeektimeCorpus-Combined-Deduped
9015,2,GeektimeCorpus-Combined-Deduped
9016,4,GeektimeCorpus-Combined-Deduped
9017,4,GeektimeCorpus-Combined-Deduped
9018,4,GeektimeCorpus-Combined-Deduped
9019,4,GeektimeCorpus-Combined-Deduped
9020,4,GeektimeCorpus-Combined-Deduped
9021,4,GeektimeCorpus-Combined-Deduped
9022,4,GeektimeCorpus-Combined-Deduped
9023,4,GeektimeCorpus-Combined-Deduped
9024,4,GeektimeCorpus-Combined-Deduped
9025,4,GeektimeCorpus-Combined-Deduped
9026,4,GeektimeCorpus-Combined-Deduped
9027,2,GeektimeCorpus-Combined-Deduped
9028,4,GeektimeCorpus-Combined-Deduped
9029,4,GeektimeCorpus-Combined-Deduped
9030,2,GeektimeCorpus-Combined-Deduped
9031,4,GeektimeCorpus-Combined-Deduped
9032,4,GeektimeCorpus-Combined-Deduped
9033,4,GeektimeCorpus-Combined-Deduped
9034,4,GeektimeCorpus-Combined-Deduped
9035,4,GeektimeCorpus-Combined-Deduped
9036,4,GeektimeCorpus-Combined-Deduped
9037,4,GeektimeCorpus-Combined-Deduped
9038,4,GeektimeCorpus-Combined-Deduped
9039,4,GeektimeCorpus-Combined-Deduped
9040,4,GeektimeCorpus-Combined-Deduped
9041,4,GeektimeCorpus-Combined-Deduped
9042,9,GeektimeCorpus-Combined-Deduped
9043,4,GeektimeCorpus-Combined-Deduped
9044,4,GeektimeCorpus-Combined-Deduped
9045,2,GeektimeCorpus-Combined-Deduped
9046,4,GeektimeCorpus-Combined-Deduped
9047,4,GeektimeCorpus-Combined-Deduped
9048,4,GeektimeCorpus-Combined-Deduped
9049,4,GeektimeCorpus-Combined-Deduped
9050,4,GeektimeCorpus-Combined-Deduped
9051,4,GeektimeCorpus-Combined-Deduped
9052,4,GeektimeCorpus-Combined-Deduped
9053,4,GeektimeCorpus-Combined-Deduped
9054,4,GeektimeCorpus-Combined-Deduped
9055,4,GeektimeCorpus-Combined-Deduped
9056,4,GeektimeCorpus-Combined-Deduped
9057,4,GeektimeCorpus-Combined-Deduped
9058,2,GeektimeCorpus-Combined-Deduped
9059,4,GeektimeCorpus-Combined-Deduped
9060,4,GeektimeCorpus-Combined-Deduped
9061,4,GeektimeCorpus-Combined-Deduped
9062,4,GeektimeCorpus-Combined-Deduped
9063,4,GeektimeCorpus-Combined-Deduped
9064,2,GeektimeCorpus-Combined-Deduped
9065,4,GeektimeCorpus-Combined-Deduped
9066,4,GeektimeCorpus-Combined-Deduped
9067,4,GeektimeCorpus-Combined-Deduped
9068,4,GeektimeCorpus-Combined-Deduped
9069,4,GeektimeCorpus-Combined-Deduped
9070,4,GeektimeCorpus-Combined-Deduped
9071,4,GeektimeCorpus-Combined-Deduped
9072,9,GeektimeCorpus-Combined-Deduped
9073,3,GeektimeCorpus-Combined-Deduped
9074,4,GeektimeCorpus-Combined-Deduped
9075,4,GeektimeCorpus-Combined-Deduped
9076,4,GeektimeCorpus-Combined-Deduped
9077,4,GeektimeCorpus-Combined-Deduped
9078,4,GeektimeCorpus-Combined-Deduped
9079,4,GeektimeCorpus-Combined-Deduped
9080,4,GeektimeCorpus-Combined-Deduped
9081,4,GeektimeCorpus-Combined-Deduped
9082,4,GeektimeCorpus-Combined-Deduped
9083,4,GeektimeCorpus-Combined-Deduped
9084,4,GeektimeCorpus-Combined-Deduped
9085,4,GeektimeCorpus-Combined-Deduped
9086,4,GeektimeCorpus-Combined-Deduped
9087,4,GeektimeCorpus-Combined-Deduped
9088,2,GeektimeCorpus-Combined-Deduped
9089,4,GeektimeCorpus-Combined-Deduped
9090,4,GeektimeCorpus-Combined-Deduped
9091,4,GeektimeCorpus-Combined-Deduped
9092,4,GeektimeCorpus-Combined-Deduped
9093,4,GeektimeCorpus-Combined-Deduped
9094,4,GeektimeCorpus-Combined-Deduped
9095,4,GeektimeCorpus-Combined-Deduped
9096,4,GeektimeCorpus-Combined-Deduped
9097,4,GeektimeCorpus-Combined-Deduped
9098,2,GeektimeCorpus-Combined-Deduped
9099,4,GeektimeCorpus-Combined-Deduped
9100,4,GeektimeCorpus-Combined-Deduped
9101,4,GeektimeCorpus-Combined-Deduped
9102,4,GeektimeCorpus-Combined-Deduped
9103,4,GeektimeCorpus-Combined-Deduped
9104,4,GeektimeCorpus-Combined-Deduped
9105,4,GeektimeCorpus-Combined-Deduped
9106,4,GeektimeCorpus-Combined-Deduped
9107,4,GeektimeCorpus-Combined-Deduped
9108,2,GeektimeCorpus-Combined-Deduped
9109,4,GeektimeCorpus-Combined-Deduped
9110,4,GeektimeCorpus-Combined-Deduped
9111,4,GeektimeCorpus-Combined-Deduped
9112,4,GeektimeCorpus-Combined-Deduped
9113,4,GeektimeCorpus-Combined-Deduped
9114,2,GeektimeCorpus-Combined-Deduped
9115,4,GeektimeCorpus-Combined-Deduped
9116,4,GeektimeCorpus-Combined-Deduped
9117,4,GeektimeCorpus-Combined-Deduped
9118,4,GeektimeCorpus-Combined-Deduped
9119,4,GeektimeCorpus-Combined-Deduped
9120,4,GeektimeCorpus-Combined-Deduped
9121,4,GeektimeCorpus-Combined-Deduped
9122,4,GeektimeCorpus-Combined-Deduped
9123,4,GeektimeCorpus-Combined-Deduped
9124,4,GeektimeCorpus-Combined-Deduped
9125,2,GeektimeCorpus-Combined-Deduped
9126,4,GeektimeCorpus-Combined-Deduped
9127,4,GeektimeCorpus-Combined-Deduped
9128,4,GeektimeCorpus-Combined-Deduped
9129,4,GeektimeCorpus-Combined-Deduped
9130,4,GeektimeCorpus-Combined-Deduped
9131,4,GeektimeCorpus-Combined-Deduped
9132,4,GeektimeCorpus-Combined-Deduped
9133,4,GeektimeCorpus-Combined-Deduped
9134,4,GeektimeCorpus-Combined-Deduped
9135,4,GeektimeCorpus-Combined-Deduped
9136,4,GeektimeCorpus-Combined-Deduped
9137,4,GeektimeCorpus-Combined-Deduped
9138,4,GeektimeCorpus-Combined-Deduped
9139,4,GeektimeCorpus-Combined-Deduped
9140,4,GeektimeCorpus-Combined-Deduped
9141,4,GeektimeCorpus-Combined-Deduped
9142,4,GeektimeCorpus-Combined-Deduped
9143,4,GeektimeCorpus-Combined-Deduped
9144,2,GeektimeCorpus-Combined-Deduped
9145,4,GeektimeCorpus-Combined-Deduped
9146,4,GeektimeCorpus-Combined-Deduped
9147,4,GeektimeCorpus-Combined-Deduped
9148,4,GeektimeCorpus-Combined-Deduped
9149,4,GeektimeCorpus-Combined-Deduped
9150,4,GeektimeCorpus-Combined-Deduped
9151,4,GeektimeCorpus-Combined-Deduped
9152,4,GeektimeCorpus-Combined-Deduped
9153,4,GeektimeCorpus-Combined-Deduped
9154,2,GeektimeCorpus-Combined-Deduped
9155,4,GeektimeCorpus-Combined-Deduped
9156,4,GeektimeCorpus-Combined-Deduped
9157,4,GeektimeCorpus-Combined-Deduped
9158,4,GeektimeCorpus-Combined-Deduped
9159,4,GeektimeCorpus-Combined-Deduped
9160,4,GeektimeCorpus-Combined-Deduped
9161,4,GeektimeCorpus-Combined-Deduped
9162,4,GeektimeCorpus-Combined-Deduped
9163,4,GeektimeCorpus-Combined-Deduped
9164,4,GeektimeCorpus-Combined-Deduped
9165,4,GeektimeCorpus-Combined-Deduped
9166,4,GeektimeCorpus-Combined-Deduped
9167,4,GeektimeCorpus-Combined-Deduped
9168,4,GeektimeCorpus-Combined-Deduped
9169,4,GeektimeCorpus-Combined-Deduped
9170,4,GeektimeCorpus-Combined-Deduped
9171,4,GeektimeCorpus-Combined-Deduped
9172,4,GeektimeCorpus-Combined-Deduped
9173,2,GeektimeCorpus-Combined-Deduped
9174,4,GeektimeCorpus-Combined-Deduped
9175,4,GeektimeCorpus-Combined-Deduped
